timestamp,name,utilization.gpu,memory.used,memory.total
2026/04/24 01:54:48.338, NVIDIA TITAN RTX, 37, 12507, 24576
2026/04/24 01:54:49.339, NVIDIA TITAN RTX, 38, 12507, 24576
2026/04/24 01:54:50.340, NVIDIA TITAN RTX, 38, 12507, 24576
2026/04/24 01:54:51.342, NVIDIA TITAN RTX, 37, 12507, 24576
2026/04/24 01:54:52.343, NVIDIA TITAN RTX, 37, 12507, 24576
2026/04/24 01:54:53.344, NVIDIA TITAN RTX, 37, 12507, 24576
2026/04/24 01:54:54.345, NVIDIA TITAN RTX, 38, 12507, 24576
2026/04/24 01:54:55.346, NVIDIA TITAN RTX, 37, 12507, 24576
2026/04/24 01:54:56.347, NVIDIA TITAN RTX, 37, 12507, 24576
2026/04/24 01:54:57.348, NVIDIA TITAN RTX, 38, 12507, 24576
2026/04/24 01:54:58.351, NVIDIA TITAN RTX, 38, 12507, 24576
2026/04/24 01:54:59.352, NVIDIA TITAN RTX, 38, 12507, 24576
2026/04/24 01:55:00.353, NVIDIA TITAN RTX, 38, 12507, 24576
2026/04/24 01:55:01.354, NVIDIA TITAN RTX, 38, 12507, 24576
2026/04/24 01:55:02.355, NVIDIA TITAN RTX, 38, 12507, 24576
2026/04/24 01:55:03.356, NVIDIA TITAN RTX, 38, 12507, 24576
2026/04/24 01:55:04.358, NVIDIA TITAN RTX, 38, 12507, 24576
2026/04/24 01:55:05.359, NVIDIA TITAN RTX, 38, 12507, 24576
2026/04/24 01:55:06.360, NVIDIA TITAN RTX, 38, 12507, 24576
2026/04/24 01:55:07.361, NVIDIA TITAN RTX, 37, 12507, 24576
2026/04/24 01:55:08.362, NVIDIA TITAN RTX, 37, 12507, 24576
2026/04/24 01:55:09.363, NVIDIA TITAN RTX, 37, 12507, 24576
2026/04/24 01:55:10.364, NVIDIA TITAN RTX, 37, 12507, 24576
2026/04/24 01:55:11.366, NVIDIA TITAN RTX, 47, 12507, 24576
2026/04/24 01:55:12.366, NVIDIA TITAN RTX, 79, 12507, 24576
2026/04/24 01:55:13.368, NVIDIA TITAN RTX, 28, 12507, 24576
2026/04/24 01:55:14.369, NVIDIA TITAN RTX, 31, 12507, 24576
2026/04/24 01:55:15.370, NVIDIA TITAN RTX, 36, 12507, 24576
2026/04/24 01:55:16.372, NVIDIA TITAN RTX, 36, 12507, 24576
2026/04/24 01:55:17.374, NVIDIA TITAN RTX, 37, 12507, 24576
2026/04/24 01:55:18.375, NVIDIA TITAN RTX, 37, 12507, 24576
2026/04/24 01:55:19.376, NVIDIA TITAN RTX, 36, 12507, 24576
